id,exam,year,session,number,dataset_status,question_type,category,subcategory,topic,classification_confidence,classification_status,case_id,case_text,preceding_context_ids,question,choices,correct_answers,accepted_answer_sets,correct_answer_value,special_status,requires_image,excluded,exclusion_reason,needs_review,review_reasons,question_url,question_pages,answer_url,answer_page
114-PM-120,114,2025,PM,120,pending_review,状況設定問題,,,,,pending_review,114-PM-CASE-10,"午後(cid:4)時に震度(cid:11)強の地震が発生し、避難所が開設された。地震発生の(cid:2)時間後、
避難所に救護所が設置され、近隣の病院から医療救護班が派遣された。医療救護班が
複数の被災者に対応するなか、A さん(cid:31)54 歳、男性!が搬送されてきた。A さんは右
大(cid:139)部に(cid:6)cm の切創があり出血部位をタオルで押さえている。すぐに看護師が切創
部の処置を介助することになった。","[""114-PM-118"", ""114-PM-119""]","発災(cid:5)日後、B さん(cid:31)72 歳、男性!が救護所を訪れた。地震で自宅が半壊したた
め、妻と避難所で生活している。B さんは、左胸部から左腋窩にかけてピリピリと
した持続する痛みを訴えた。看護師が観察すると、痛みの部位に沿って水疱を伴う
浮腫性紅斑が確認できた。体温 36.5 ℃、呼吸数 12/分、脈拍 66/分、血圧 126/80
mmHg。
看護師が B さんに行う観察で優先度が高いのはどれか。","[""痛みの持続時間を問診する。"", ""(cid:4)週間の睡眠状況を問診する。"", ""痛みが限局しているか触診する。"", ""全身性の浮腫性紅斑か視診する。"", ""ステロイド薬の長期投与の有無を問診する。""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp250428-05c_01.pdf,[55],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp250428-05seitou.pdf,2
113-AM-001,113,2024,AM,1,pending_review,必修問題,,,,,pending_review,,,[],令和元年(cid:31)2019 年!の国民生活基礎調査における平均世帯人数はどれか。,"[""1.39 人"", ""2.39 人"", ""3.39 人"", ""4.39 人""]",[2],[[2]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[7],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-002,113,2024,AM,2,pending_review,必修問題,,,,,pending_review,,,[],令和(cid:5)年(cid:31)2021 年!の人口動態統計における死亡場所で最も多いのはどれか。,"[""自 宅"", ""病 院"", ""老人ホーム"", ""介護医療院・介護老人保健施設""]",[2],[[2]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[7],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-003,113,2024,AM,3,pending_review,必修問題,,,,,pending_review,,,[],"食品を扱う人の化膿した創が汚染源となる食中毒の原因菌はどれか。
food poisoning","[""腸炎ビブリオ"", ""ボツリヌス菌"", ""黄色ブドウ球菌"", ""サルモネラ属菌""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[7],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-004,113,2024,AM,4,pending_review,必修問題,,,,,pending_review,,,[],介護保険法の地域支援事業で正しいのはどれか。,"[""保険給付である。"", ""都道府県の事業である。"", ""介護保険施設で実施される。"", ""配食サービスは生活支援サービスの(cid:4)つである。""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[7],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-005,113,2024,AM,5,withheld_special,必修問題,,,,,pending_review,,,[],臨床研究の倫理指針で被験者の権利を優先することを提唱しているのはどれか。,"[""オタワ憲章"", ""リスボン宣言"", ""ジュネーブ宣言"", ""ヘルシンキ宣言""]",[4],[[4]],,条件付き採点除外,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[8],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-006,113,2024,AM,6,pending_review,必修問題,,,,,pending_review,,,[],"令和元年(cid:31)2019 年!の国民健康・栄養調査で 20 歳以上の男性における喫煙習慣者
の割合に最も近いのはどれか。","[""7 %"", ""17 %"", ""27 %"", ""37 %""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[8],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-007,113,2024,AM,7,pending_review,必修問題,,,,,pending_review,,,[],"学童期中学年から高学年にみられる、親から離れて仲の良い仲間同士で集団行動
をとる特徴はどれか。","[""心理的離乳"", ""自我の芽生え"", ""ギャングエイジ"", ""自我同一性VアイデンティティZの確立""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[8],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-008,113,2024,AM,8,pending_review,必修問題,,,,,pending_review,,,[],壮年期の男性で減少するのはどれか。,"[""エストロゲン"", ""プロラクチン"", ""アルドステロン"", ""テストステロン""]",[4],[[4]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[8],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-009,113,2024,AM,9,pending_review,必修問題,,,,,pending_review,,,[],核家族はどれか。,"[""兄弟姉妹のみ"", ""夫婦と子ども夫婦"", ""夫婦と未婚の子ども"", ""夫婦とその親と夫婦の子ども""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[9],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-010,113,2024,AM,10,pending_review,必修問題,,,,,pending_review,,,[],"医療法に規定されている診療所とは、患者を入院させるための施設を有しないも
の又は(cid:31) !人以下の患者を入院させるための施設を有するものをいう。
(cid:31) !に入る数字はどれか。","[""17"", ""18"", ""19"", ""20""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[9],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-011,113,2024,AM,11,pending_review,必修問題,,,,,pending_review,,,[],肘関節を伸展させる筋肉はどれか。,"[""三角筋"", ""大胸筋"", ""上腕三頭筋"", ""上腕二頭筋""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[9],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-012,113,2024,AM,12,pending_review,必修問題,,,,,pending_review,,,[],脳幹に含まれる部位はどれか。,"[""延 髄"", ""小 脳"", ""下垂体"", ""松果体""]",[1],[[1]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[9],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-013,113,2024,AM,13,pending_review,必修問題,,,,,pending_review,,,[],免疫機能に関与する細胞はどれか。,"[""血小板"", ""白血球"", ""網赤血球"", ""成熟赤血球""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[10],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-014,113,2024,AM,14,pending_review,必修問題,,,,,pending_review,,,[],脳死の状態はどれか。,"[""縮瞳がある。"", ""脳波で徐波がみられる。"", ""自発呼吸は停止している。"", ""痛み刺激で逃避反応がある。""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[10],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-015,113,2024,AM,15,pending_review,必修問題,,,,,pending_review,,,[],"経口感染するウイルス性肝炎はどれか。
viral hepatitis","[""A 型肝炎\nhepatitis A"", ""B 型肝炎\nhepatitis B"", ""C 型肝炎\nhepatitis C"", ""D 型肝炎\nhepatitis D""]",[1],[[1]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[10],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-016,113,2024,AM,16,pending_review,必修問題,,,,,pending_review,,,[],抗菌薬について正しいのはどれか。,"[""ウイルスに有効である。"", ""経口投与では効果がない。"", ""耐性菌の出現が問題である。"", ""正常の細菌叢には影響を与えない。""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[10],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-017,113,2024,AM,17,pending_review,必修問題,,,,,pending_review,,,[],インドメタシン内服薬の禁忌はどれか。,"[""痛 風\ngout"", ""咽頭炎\npharyngitis"", ""消化性潰瘍\npeptic ulcer"", ""関節リウマチ\nrheumatoid arthritis""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[11],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-018,113,2024,AM,18,pending_review,必修問題,,,,,pending_review,,,[],異常な呼吸音のうち低調性連続性副雑音はどれか。,"[""笛のような音V笛音Z"", ""いびきのような音V類鼾音Z"", ""耳元で髪をねじるような音V捻髪音Z"", ""ストローで水中に空気を吹き込むような音V水泡音Z""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[11],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-019,113,2024,AM,19,pending_review,必修問題,,,,,pending_review,,,[],膝蓋腱反射の低下で疑われる病態はどれか。,"[""脚 気\nberiberi"", ""壊血病\nscurvy"", ""くる病\nrickets"", ""夜盲症\nnight blindness""]",[1],[[1]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[11],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-020,113,2024,AM,20,pending_review,必修問題,,,,,pending_review,,,[],"医療法施行規則に定められている病院の一般病床における患者(cid:4)人に必要な病室
床面積はどれか。","[""3.4 m2 以上"", ""4.4 m2 以上"", ""5.4 m2 以上"", ""6.4 m2 以上""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[11],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-021,113,2024,AM,21,pending_review,必修問題,,,,,pending_review,,,[],無菌操作が必要なのはどれか。,"[""浣 腸"", ""気管内吸引"", ""口腔内吸引"", ""経鼻胃管挿入""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[12],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-022,113,2024,AM,22,pending_review,必修問題,,,,,pending_review,,,[],成人への坐薬の挿入方法で正しいのはどれか。,"[""息を止めるよう説明する。"", ""右側臥位になるよう説明する。"", ""挿入後(cid:4)、(cid:2)分肛門を押さえる。"", ""肛門から(cid:2)cm の位置に挿入する。""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[12],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-023,113,2024,AM,23,excluded_image,必修問題,,,,,pending_review,,,[],"トリアージタッグ(cid:31)別冊No. 1!を別に示す。
待機的治療群となるトリアージタッグはどれか。","[""①"", ""②"", ""③"", ""④\n別 冊\nNo. 1""]",[3],[[3]],,条件付き採点除外,true,true,別冊画像が必要,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[12],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-024,113,2024,AM,24,pending_review,必修問題,,,,,pending_review,,,[],直流除細動器の使用目的はどれか。,"[""血圧の上昇"", ""呼吸の促進"", ""体温の上昇"", ""洞調律の回復""]",[4],[[4]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[13],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-025,113,2024,AM,25,withheld_special,必修問題,,,,,pending_review,,,[],代謝性アシドーシスによって起こる呼吸はどれか。,"[""奇異呼吸"", ""口すぼめ呼吸"", ""BiotVビオーZ呼吸"", ""KussmaulVクスマウルZ呼吸"", ""Cheyne-StokesVチェーン-ストークスZ呼吸""]",[4],[[4]],,条件付き採点除外,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[13],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-026,113,2024,AM,26,pending_review,一般問題,,,,,pending_review,,,[],"神経線維には髄(のあるものとないものがあるが、活動電位に対する髄(の働き
はどれか。","[""活動電位の発生頻度を増やす。"", ""活動電位のピークを高くする。"", ""活動電位の伝導速度を速くする。"", ""活動電位が周囲の神経線維に伝わるのを防ぐ。""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[13],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-027,113,2024,AM,27,excluded_image,一般問題,,,,,pending_review,,,[],"舌の模式図を示す。
味蕾が少ない部位はどれか。","[""①"", ""②"", ""③"", ""④""]",[2],[[2]],,,true,true,図・画像等の視覚情報が必要,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[14],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-028,113,2024,AM,28,pending_review,一般問題,,,,,pending_review,,,[],"労働力調査における平成 22 年(cid:31)2010 年!と令和(cid:5)年(cid:31)2021 年!の男性と女性の労働
力人口の比較で正しいのはどれか。","[""男性、女性とも減少している。"", ""男性、女性とも増加している。"", ""男性は減少し、女性は増加している。"", ""男性は増加し、女性は減少している。""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[14],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-029,113,2024,AM,29,pending_review,一般問題,,,,,pending_review,,,[],生活保護法に基づき生活保護の実務を行うのはどれか。,"[""保健所"", ""福祉事務所"", ""精神保健福祉センター"", ""地域包括支援センター""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[14],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-030,113,2024,AM,30,pending_review,一般問題,,,,,pending_review,,,[],"感染症の予防及び感染症の患者に対する医療に関する法律V感染症法Zにおいて、
診断した際に全数を届け出る疾患はどれか。","[""インフルエンザ\ninfluenza"", ""細菌性髄膜炎\nbacterial meningitis"", ""水 痘\nvaricella"", ""梅 毒\nsyphilis""]",[4],[[4]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[15],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-031,113,2024,AM,31,pending_review,一般問題,,,,,pending_review,,,[],"健やか親子 21(cid:31)第(cid:2)次!の基盤課題 A｢切れ目ない妊産婦・乳幼児への保健対策｣
の目標はどれか。","[""児童虐待による死亡数の減少"", ""十代の人工妊娠中絶率の減少"", ""妊娠・出産について満足している者の割合の増加"", ""マタニティマークを妊娠中に使用したことのある母親の割合の増加""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[15],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-032,113,2024,AM,32,pending_review,一般問題,,,,,pending_review,,,[],健康寿命の説明で適切なのはどれか。,"[""生活習慣病の予防は健康寿命を伸ばす。"", ""令和元年(cid:31)2019 年!の健康寿命は女性より男性の方が長い。"", ""令和元年(cid:31)2019 年!の健康寿命は平成 28 年(cid:31)2016 年!よりも短い。"", ""平均寿命と健康寿命の差は健康上の問題なく日常生活が過ごせる期間であ\nる。""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[15],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-033,113,2024,AM,33,pending_review,一般問題,,,,,pending_review,,,[],"入院中の A さんの親族と名乗る者から｢急用があるため A さんと話をさせてほ
しい｣と病棟に電話があった。
看護師の対応で正しいのはどれか。","[""｢用件を教えてください｣"", ""｢このままおつなぎします｣"", ""｢A さんにかけ直してもらいます｣"", ""｢A さんという方が入院中かどうかはお答えできません｣""]",[4],[[4]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[16],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-034,113,2024,AM,34,excluded_image,一般問題,,,,,pending_review,,,[],"成人の心音の聴取部位を図に示す。
心音の聴診における、僧帽弁領域はどれか。
ただし、聴取部位は●で示す。","[""①"", ""②"", ""③"", ""④""]",[3],[[3]],,,true,true,図・画像等の視覚情報が必要,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[17],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-035,113,2024,AM,35,excluded_image,一般問題,,,,,pending_review,,,[],"滅菌手袋を図に示す。
右手から装着する場合に、左手の母指と示指でつかんで持ち上げる位置で適切な
のはどれか。","[""①"", ""②"", ""③"", ""④""]",[4],[[4]],,,true,true,図・画像等の視覚情報が必要,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[18],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-036,113,2024,AM,36,pending_review,一般問題,,,,,pending_review,,,[],仰臥位の患者の良肢位で正しいのはどれか。,"[""肩関節外転 90 度"", ""肘関節屈曲 90 度"", ""膝関節屈曲 90 度"", ""足関節底屈 90 度""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[18],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-037,113,2024,AM,37,pending_review,一般問題,,,,,pending_review,,,[],病室で読書をする際に適した照度はどれか。,"[""100 ルクス"", ""300 ルクス"", ""500 ルクス"", ""1,000 ルクス""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[18],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-038,113,2024,AM,38,pending_review,一般問題,,,,,pending_review,,,[],成人男性への膀胱留置カテーテルの挿入で適切なのはどれか。,"[""挿入時は腹圧をかけるように促す。"", ""カテーテルを挿入する長さの目安は 12〜14 cm である。"", ""尿の流出の開始と同時に固定用バルーンを膨らませる。"", ""陰茎を頭側に向け、カテーテルを下腹部に固定する。""]",[4],[[4]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[19],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-039,113,2024,AM,39,pending_review,一般問題,,,,,pending_review,,,[],排痰を促す目的で行うのはどれか。,"[""タッチング"", ""スクイージング"", ""漸進的筋弛緩法"", ""持続的気道陽圧VCPAPZ療法""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[19],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-040,113,2024,AM,40,pending_review,一般問題,,,,,pending_review,,,[],鼻中隔前方からの出血への対応で正しいのはどれか。,"[""仰臥位にする。"", ""BellocqVベロックZタンポンを挿入する。"", ""KiesselbachVキーゼルバッハZ部位を圧迫する。"", ""咽頭に流れてきた血液は飲み込むよう説明する。""]",[3],[[3]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[19],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
113-AM-041,113,2024,AM,41,pending_review,一般問題,,,,,pending_review,,,[],成人のがん患者が痛みの程度を数値で回答するスケールはどれか。,"[""フェイススケール"", ""NRS"", ""VAS"", ""VRS""]",[2],[[2]],,,false,false,,true,"[""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05a_01.pdf,[19],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp240424-05seitou.pdf,1
